,RecordId,ClosedYear,MonthOccurrence,County,NCIC,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,label
9614,CA00-0000020334,2007,8,Contra Costa,Oakley,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.0
9615,CA00-0000020738,2007,12,Contra Costa,Oakley,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.0
9616,CA00-0000019495,2007,3,El Dorado,Placerville,1,1,White,1,Simple Assault,Violent Crimes,Restaurant,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,4.0
9617,CA00-0000020086,2007,7,El Dorado,Placerville,1,1,White,1,Simple Assault,Violent Crimes,Bar/Night Club,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
9618,CA00-0000020472,2007,10,El Dorado,Placerville,1,1,Hispanic,4,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,4.0
9619,CA00-0000020274,2007,7,El Dorado,South Lake Tahoe,1,1,White,2,Simple Assault,Violent Crimes,Lake/Waterway/Beach,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,4.0
9620,CA00-0000019424,2007,1,Fresno,Clovis,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Shotgun,Verbal slurs,2.0
9621,CA00-0000020046,2007,6,Fresno,Clovis,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
9622,CA00-0000020108,2007,7,Fresno,Clovis,1,1,White,4,Intimidation,Violent Crimes,Liquor Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
9623,CA00-0000020109,2007,7,Fresno,Clovis,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,None,Rock throwing,2.0
9624,CA00-0000020246,2007,8,Fresno,Clovis,1,1,White,2,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
9625,CA00-0000020550,2007,11,Fresno,Clovis,1,1,Unknown,2,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
9626,CA00-0000020807,2007,12,Fresno,Clovis,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
9627,CA00-0000019545,2007,3,Fresno,Fresno,1,1,Unknown,0,Intimidation,Violent Crimes,School/college,Anti-Jewish,Religion,Person,Unknown,Daubing of swastika,2.0
9628,CA00-0000019814,2007,5,Fresno,Fresno,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,2.0
9629,CA00-0000019955,2007,6,Fresno,Fresno,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
9630,CA00-0000020115,2007,7,Fresno,Fresno,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Graffiti,2.0
9631,CA00-0000020280,2007,9,Fresno,Fresno,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
9632,CA00-0000020281,2007,9,Fresno,Fresno,6,6,Unknown,0,Burglary,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
9633,CA00-0000020282,2007,9,Fresno,Fresno,1,1,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Annoying telephone calls/fax,2.0
9634,CA00-0000020283,2007,9,Fresno,Fresno,2,2,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Other,2.0
9635,CA00-0000020607,2007,12,Fresno,Fresno,2,2,White,2,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
9636,CA00-0000019698,2007,4,Fresno,Parlier,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Jewish,Religion,Person,None,Verbal slurs,2.0
9637,CA00-0000020377,2007,9,Fresno,State Center Community College,1,1,Unknown,1,Intimidation,Violent Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,2.0
9638,CA00-0000019697,2007,4,Fresno,CSU Fresno,1,1,White,1,Intimidation,Violent Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
9639,CA00-0000019378,2007,1,Glenn,Glenn Co. Sheriff's Department,2,2,White,1,Simple Assault,Violent Crimes,Grocery/Supermarket,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.0
9640,CA00-0000020585,2007,11,Glenn,Glenn Co. Sheriff's Department,1,1,American Indian or Alaska Native,1,Intimidation,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.0
9641,CA00-0000020259,2007,6,Humboldt,Arcata,3,3,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Transgender,Gender Nonconforming,Person,Shotgun,Verbal slurs,2.0
9642,CA00-0000020343,2007,9,Humboldt,Eureka,1,1,American Indian or Alaska Native,3,Aggravated Assault,Violent Crimes,Commercial/Office Building,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
9643,CA00-0000019386,2007,1,Humboldt,CSU Humboldt,1,1,Unknown,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,2.0
9644,CA00-0000019498,2007,2,Humboldt,CSU Humboldt,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Government,None,Graffiti,2.0
9645,CA00-0000020637,2007,10,Imperial,Imperial Co. Sheriff's Department,1,1,American Indian or Alaska Native,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
9646,CA00-0000020144,2007,8,Imperial,Calexico,1,1,Hispanic,4,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
9647,CA00-0000019673,2007,4,Inyo,Inyo Co. Sheriff's Department,1,1,American Indian or Alaska Native,1,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Handgun,Other,2.0
9648,CA00-0000019960,2007,6,Inyo,Bishop,1,1,American Indian or Alaska Native,1,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
9649,CA00-0000019782,2007,5,Kern,Kern Co. Sheriff's Department,1,1,White,4,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Other,2.0
9650,CA00-0000019927,2007,6,Kern,Kern Co. Sheriff's Department,1,1,White,2,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,2.0
9651,CA00-0000020002,2007,7,Kern,Kern Co. Sheriff's Department,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
9652,CA00-0000020003,2007,7,Kern,Kern Co. Sheriff's Department,2,2,White,1,Aggravated Assault,Violent Crimes,Field/Woods/Park,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Other,2.0
9653,CA00-0000020004,2007,7,Kern,Kern Co. Sheriff's Department,1,1,White,2,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
9654,CA00-0000020582,2007,11,Kern,Kern Co. Sheriff's Department,1,1,White,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
9655,CA00-0000020692,2007,12,Kern,Kern Co. Sheriff's Department,1,1,White,1,Aggravated Assault,Violent Crimes,School/college,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
9656,CA00-0000019652,2007,4,Kern,Bakersfield,1,1,White,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Rock throwing,2.0
9657,CA00-0000019783,2007,5,Kern,Bakersfield,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,"Other ( bottle, rocks, spitting)",Daubing of swastika,2.0
9658,CA00-0000020483,2007,10,Kern,Bakersfield,1,1,White,1,Aggravated Assault,Violent Crimes,Restaurant,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,2.0
9659,CA00-0000020484,2007,10,Kern,Bakersfield,1,1,Hispanic,2,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,2.0
9660,CA00-0000019952,2007,6,Kern,Ridgecrest,1,0,Unknown,0,Burglary,Property Crimes,Church/Synagogue/Temple,Anti-Catholic,Religion,Religious,Unknown,Unknown,2.0
9661,CA00-0000020703,2007,12,Kern,Taft,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,2.0
9662,CA00-0000019342,2007,2,Kern,CSU Bakersfield,1,1,Unknown,0,Intimidation,Violent Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
9663,CA00-0000020416,2007,9,Kings,Lemoore,2,2,White,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
9664,CA00-0000019530,2007,2,Lake,Lake Co. Sheriff's Department,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
9665,CA00-0000020092,2007,7,Lake,Lake Co. Sheriff's Department,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Transgender,Gender Nonconforming,Person,None,Verbal slurs,2.0
9666,CA00-0000020469,2007,8,Lake,Lake Co. Sheriff's Department,1,1,White,1,Intimidation,Violent Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
9667,CA00-0000020470,2007,10,Lake,Lake Co. Sheriff's Department,1,1,Group of Multiple Races,4,Aggravated Assault,Violent Crimes,School/college,Anti-Bisexual,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,2.0
9668,CA00-0000020044,2007,4,Lake,Clearlake,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
9669,CA00-0000020008,2007,5,Lake,Clearlake,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,2.0
9670,CA00-0000020333,2007,7,Lake,Clearlake,1,1,White,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,2.0
9671,CA00-0000019496,2007,3,Lassen,Lassen Co. Sheriff's Department,1,1,White,2,Arson,Property Crimes,Church/Synagogue/Temple,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Arson, fire",Cross burning,2.0
9672,CA00-0000019295,2007,1,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,4.0
9673,CA00-0000019296,2007,1,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,3,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Disturbing public assembly/meeting,4.0
9674,CA00-0000019297,2007,1,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Disturbing public assembly/meeting,4.0
9675,CA00-0000019301,2007,1,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,White,1,Aggravated Assault,Violent Crimes,Hotel/Motel/etc.,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
9676,CA00-0000019302,2007,1,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,2,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
9677,CA00-0000019576,2007,2,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Graffiti,4.0
9678,CA00-0000019579,2007,2,Los Angeles,Los Angeles Co. Sheriff's Department,2,2,Hispanic,5,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
9679,CA00-0000019584,2007,2,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,4,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
9680,CA00-0000019585,2007,2,Los Angeles,Los Angeles Co. Sheriff's Department,2,2,Hispanic,3,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,4.0
9681,CA00-0000019503,2007,3,Los Angeles,Los Angeles Co. Sheriff's Department,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Graffiti,4.0
9682,CA00-0000019504,2007,3,Los Angeles,Los Angeles Co. Sheriff's Department,3,3,Hispanic,4,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,4.0
9683,CA00-0000019514,2007,3,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,White,1,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
9684,CA00-0000019631,2007,4,Los Angeles,Los Angeles Co. Sheriff's Department,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,None,Graffiti,4.0
9685,CA00-0000019635,2007,4,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,1,Intimidation,Violent Crimes,Service/Gas Station,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
9686,CA00-0000019637,2007,4,Los Angeles,Los Angeles Co. Sheriff's Department,2,2,White,2,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
9687,CA00-0000019789,2007,5,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Handgun,Verbal slurs,4.0
9688,CA00-0000019790,2007,5,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,4.0
9689,CA00-0000019793,2007,5,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,3,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,4.0
9690,CA00-0000019796,2007,5,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,5,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,4.0
9691,CA00-0000019797,2007,5,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Shotgun,Verbal slurs,4.0
9692,CA00-0000019917,2007,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,4.0
9693,CA00-0000019919,2007,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,None,Threatening letters/flyers/email,4.0
9694,CA00-0000019920,2007,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,3,Robbery,Violent Crimes,Air/Bus/Train Terminal,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Verbal slurs,4.0
9695,CA00-0000019921,2007,6,Los Angeles,Los Angeles Co. Sheriff's Department,4,4,Hispanic,9,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
9696,CA00-0000019922,2007,6,Los Angeles,Los Angeles Co. Sheriff's Department,2,2,Black or African American,4,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
9697,CA00-0000019923,2007,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School/college,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,4.0
9698,CA00-0000019924,2007,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Hispanic,6,Aggravated Assault,Violent Crimes,Jail/Prison,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,4.0
9699,CA00-0000019925,2007,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Graffiti,4.0
9700,CA00-0000019928,2007,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,None,Graffiti,4.0
9701,CA00-0000019939,2007,6,Los Angeles,Los Angeles Co. Sheriff's Department,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Asian,Race/Ethnicity/Ancestry,Person,None,Graffiti,4.0
