MonthOccurrence,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,conviction-rate
9,1,1,Hispanic,1,Intimidation,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Other,0.45080831408775984
9,1,1,White,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Other,0.45080831408775984
9,1,1,Unknown,1,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Person,None,Annoying telephone calls/fax,0.45080831408775984
9,1,1,Hispanic,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.45080831408775984
9,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.45080831408775984
9,1,1,Hispanic,2,Simple Assault,Violent Crimes,Other/Unknown,Anti-Lesbian,Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Other,0.45080831408775984
10,2,2,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Other,0.45080831408775984
10,2,2,Hispanic,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Firearm (unknown whether handgun, rifle or shotgun)",Verbal slurs,0.45080831408775984
10,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,0.45080831408775984
10,1,1,Hispanic,4,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
10,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Other,0.45080831408775984
10,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Other,0.45080831408775984
10,1,1,Group of Multiple Races,3,Rape,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Other,0.45080831408775984
10,1,1,Hispanic,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Other,0.45080831408775984
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.45080831408775984
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Other,0.45080831408775984
10,1,1,Unknown,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Islamic (Muslim),Religion,Person,None,Annoying telephone calls/fax,0.45080831408775984
10,1,1,Black or African American,1,Simple Assault,Violent Crimes,Government/Public Building,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.45080831408775984
10,1,1,Hispanic,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Other,0.45080831408775984
10,1,1,Black or African American,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
10,1,1,Black or African American,1,Intimidation,Violent Crimes,Government/Public Building,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
10,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Daycare Facility,Anti-Jewish,Religion,Person,Knife or other cutting or stabbing instrument,Daubing of swastika,0.45080831408775984
11,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Rental Storage Facility,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.45080831408775984
11,1,1,Hispanic,1,Simple Assault,Violent Crimes,Grocery/Supermarket,Anti-Gay (Male),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Other,0.45080831408775984
11,1,1,Black or African American,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.45080831408775984
11,2,2,Hispanic,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Lesbian,Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Other,0.45080831408775984
11,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Daubing of swastika,0.45080831408775984
11,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,None,Graffiti,0.45080831408775984
11,1,1,White,1,Intimidation,Violent Crimes,Commercial/Office Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.45080831408775984
11,1,1,Hispanic,5,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
11,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Other/Unknown,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,None,Graffiti,0.45080831408775984
11,1,1,Hispanic,6,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Other,0.45080831408775984
11,1,1,Unknown,0,Intimidation,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Hanging in Effigy,0.45080831408775984
12,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,Unknown,Other,0.45080831408775984
12,1,1,Unknown,0,Burglary,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Daubing of swastika,0.45080831408775984
12,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.45080831408775984
12,1,1,White,1,Intimidation,Violent Crimes,Government/Public Building,Anti-White,Race/Ethnicity/Ancestry,Person,None,Threatening letters/flyers/email,0.45080831408775984
12,2,2,Hispanic,1,Robbery,Violent Crimes,Residence/Home/Driveway,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.45080831408775984
12,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Jewish,Religion,Religious,None,Daubing of swastika,0.45080831408775984
2,1,1,Hispanic,1,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.45080831408775984
8,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,Unknown,Other,0.45080831408775984
9,1,1,Hispanic,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,0.45080831408775984
6,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,0.45080831408775984
9,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Government/Public Building,Anti-White,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.45080831408775984
4,1,1,Hispanic,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,None,Verbal slurs,0.45080831408775984
6,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.45080831408775984
2,1,1,Hispanic,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
2,1,1,Black or African American,1,Simple Assault,Violent Crimes,School-Elementary/Secondary,Anti-Bisexual,Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
2,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.45080831408775984
2,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.45080831408775984
2,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.45080831408775984
2,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.45080831408775984
3,1,1,Black or African American,5,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.45080831408775984
4,2,2,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.45080831408775984
5,2,2,Hispanic,2,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
5,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,None,Graffiti,0.45080831408775984
6,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-White,Race/Ethnicity/Ancestry,Person,None,Damage to vehicle,0.45080831408775984
6,1,1,White,2,Aggravated Assault,Violent Crimes,Shopping Mall,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.45080831408775984
7,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Graffiti,0.45080831408775984
7,1,1,Hispanic,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Firearm (unknown whether handgun, rifle or shotgun)",Verbal slurs,0.45080831408775984
7,1,1,Black or African American,4,Simple Assault,Violent Crimes,Restaurant,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
8,4,4,Hispanic,1,Aggravated Assault,Violent Crimes,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
9,1,1,Unknown,0,Burglary,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.45080831408775984
2,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.45080831408775984
3,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Business,None,Graffiti,0.45080831408775984
5,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.45080831408775984
10,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Other,0.45080831408775984
6,1,1,Hispanic,3,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Islamic (Muslim),Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,0.45080831408775984
10,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.45080831408775984
11,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Bar/Night Club,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
5,1,1,Unknown,0,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Islamic (Muslim),Religion,Person,None,Annoying telephone calls/fax,0.45080831408775984
6,1,1,Hispanic,5,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.45080831408775984
7,1,1,Hispanic,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
10,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
3,1,1,White,1,Simple Assault,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
4,1,1,Hispanic,1,Simple Assault,Violent Crimes,Department/Discount Store,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
6,1,1,Unknown,0,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Threatening letters/flyers/email,0.45080831408775984
6,1,1,Unknown,0,Simple Assault,Violent Crimes,Hotel/Motel/etc.,Anti-Islamic (Muslim),Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
10,1,1,Unknown,3,Aggravated Assault,Violent Crimes,Dock/Wharf/Freight/Modal Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
10,1,1,Black or African American,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Damage to vehicle,0.45080831408775984
4,1,1,Hispanic,1,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Gay (Male),Sexual Orientation,Person,None,Threatening letters/flyers/email,0.45080831408775984
4,1,0,Hispanic,1,Destruction/Damage/Vandalism,Property Crimes,Government/Public Building,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,None,Graffiti,0.45080831408775984
3,1,1,Hispanic,2,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Handgun,Verbal slurs,0.45080831408775984
1,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Graffiti,0.45080831408775984
1,1,1,White,1,Simple Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.45080831408775984
3,1,1,White,2,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.45080831408775984
4,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.45080831408775984
4,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,None,Other,0.45080831408775984
5,2,2,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,None,Verbal slurs,0.45080831408775984
6,1,1,Hispanic,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,0.45080831408775984
7,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
7,3,3,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,0.45080831408775984
8,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Park/Playground,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,0.45080831408775984
8,1,1,Hispanic,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Other,0.45080831408775984
12,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Other,None,Daubing of swastika,0.45080831408775984
2,1,1,Hispanic,3,Aggravated Assault,Violent Crimes,Restaurant,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Other,0.45080831408775984
9,1,1,Hispanic,2,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Handgun,Other,0.45080831408775984
9,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Other ( bottle, rocks, spitting)",Verbal slurs,0.45080831408775984
